UID          PID    PPID  C STIME TTY          TIME CMD
fusion      6528    2613  3 10:24 ?        00:01:25 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8050602024444388220,17335724096858069405,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=119 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
fusion      6541    2613  0 10:24 ?        00:00:06 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8050602024444388220,17335724096858069405,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=120 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
fusion      6554    2613  4 10:24 ?        00:01:55 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8050602024444388220,17335724096858069405,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=121 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
lp          6615     819  0 10:26 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
lp          6618     819  0 10:26 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
root        6746       2  0 10:28 ?        00:00:01 [kworker/u8:1-events_unbound]
fusion      6895    2613  0 10:33 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8050602024444388220,17335724096858069405,131072 --lang=en-US --extension-process --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=125 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root        7021       2  0 10:34 ?        00:00:00 [kworker/1:1-events]
fusion      7065    1713  0 10:35 ?        00:00:14 /usr/share/code/code --no-sandbox --unity-launch
fusion      7069    7065  0 10:35 ?        00:00:00 /usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
fusion      7070    7065  0 10:35 ?        00:00:00 /usr/share/code/code --type=zygote --no-sandbox
fusion      7094    7069  1 10:35 ?        00:00:24 /usr/share/code/code --type=gpu-process --field-trial-handle=17203528739760244564,9262202055490195724,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --disable-color-correct-rendering --no-sandbox --enable-crash-reporter=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel --global-crash-keys=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.56.2 --gpu-preferences=UAAAAAAAAAAgAAAQAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files
fusion      7115    7065  0 10:35 ?        00:00:01 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=17203528739760244564,9262202055490195724,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --service-sandbox-type=network --no-sandbox --enable-crash-reporter=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel --global-crash-keys=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.56.2 --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100
fusion      7390    7065  0 10:35 ?        00:00:08 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=17203528739760244564,9262202055490195724,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel --global-crash-keys=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.56.2 --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=7 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100 --vscode-window-config=vscode:869ccdef-e9eb-496d-a997-e760df467fcf
fusion      7423    7390  0 10:35 ?        00:00:01 /usr/share/code/code /usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost
fusion      7528    1504  0 10:35 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
fusion      7542    1504  0 10:35 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
fusion      7557    7065  2 10:35 ?        00:00:40 /usr/share/code/code --type=renderer --disable-color-correct-rendering --no-sandbox --field-trial-handle=17203528739760244564,9262202055490195724,131072 --enable-features=WebComponentsV0Enabled --disable-features=CertVerifierService,CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-crash-reporter=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel --global-crash-keys=4325fec4-383f-480f-823b-3fbb20b2a8f4,no_channel,_companyName=Microsoft,_productName=VSCode,_version=1.56.2 --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=11 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100 --vscode-window-config=vscode:cb2a56f9-9dff-429d-8447-54dab1751c6e
fusion      7576    7557  0 10:35 ?        00:00:06 /usr/share/code/code --inspect-port=0 /usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost
fusion      7584    7557  0 10:35 ?        00:00:00 /usr/share/code/code /usr/share/code/resources/app/out/bootstrap-fork --type=watcherService
fusion      7605    7557  0 10:35 ?        00:00:00 /usr/share/code/code /usr/share/code/resources/app/out/bootstrap-fork --type=searchService
fusion      7635    7576  0 10:35 ?        00:00:00 /usr/share/code/code /home/fusion/.vscode/extensions/formulahendry.auto-rename-tag-0.1.6/packages/server/dist/serverMain.js --node-ipc --clientProcessId=7576
fusion      7762    2613  0 10:36 ?        00:00:03 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8050602024444388220,17335724096858069405,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=136 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
fusion      7933    1473  0 10:38 ?        00:00:07 /usr/libexec/gnome-terminal-server
fusion      7941    7933  0 10:38 pts/0    00:00:00 bash
root        8407       2  0 10:43 ?        00:00:01 [kworker/2:0-events]
root        9285       2  0 10:46 ?        00:00:00 [xfsalloc]
root        9286       2  0 10:46 ?        00:00:00 [xfs_mru_cache]
root        9287       2  0 10:46 ?        00:00:00 [kworker/3:2-events]
root        9290       2  0 10:46 ?        00:00:00 [jfsIO]
root        9291       2  0 10:46 ?        00:00:00 [jfsCommit]
root        9292       2  0 10:46 ?        00:00:00 [jfsCommit]
root        9293       2  0 10:46 ?        00:00:00 [jfsCommit]
root        9294       2  0 10:46 ?        00:00:00 [jfsCommit]
root        9295       2  0 10:46 ?        00:00:00 [jfsSync]
root       10045       2  0 10:46 ?        00:00:00 [kworker/u8:3-events_unbound]
root       10077       1  0 10:46 ?        00:00:00 /usr/lib/policykit-1/polkitd --no-debug
root       10089       1  0 10:46 ?        00:00:00 /usr/sbin/ModemManager --filter-policy=strict
fusion     10766    7423  0 10:49 pts/1    00:00:00 /bin/bash
root       10999       2  0 10:51 ?        00:00:00 [kworker/0:2-events]
fusion     11080    1504  0 10:52 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.3 /org/gtk/gvfs/exec_spaw/4
root       11149       2  0 10:52 ?        00:00:00 [kworker/2:1-events]
root       11157       2  0 10:52 ?        00:00:00 [kworker/3:1-events]
fusion     11213    2613  0 10:52 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8050602024444388220,17335724096858069405,131072 --lang=en-US --origin-trial-disabled-features=SecurePaymentConfirmation --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=153 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100
root       11711       2  0 10:57 ?        00:00:00 [kworker/0:0-events]
root       11786       2  0 10:58 ?        00:00:00 [kworker/1:2-events]
root       11948       2  0 11:02 ?        00:00:00 [kworker/2:2-events]
root       11967       2  0 11:02 ?        00:00:00 [kworker/2:3-cgroup_destroy]
root       12053       2  0 11:03 ?        00:00:00 [kworker/0:1-events]
root       12054       2  0 11:03 ?        00:00:00 [kworker/3:0-events]
root       12102       2  0 11:05 ?        00:00:00 [kworker/u8:2-i915]
root       12116       2  0 11:05 ?        00:00:00 [kworker/u8:4]
fusion     12164    7941  0 11:06 pts/0    00:00:00 sh script.sh
fusion     12171   12164  0 11:06 pts/0    00:00:00 ps -fe
